	antec	licenser	is_cataphoric	cl_distance	node_id	nsp_score	same_mod	same_mod_class	l_mod_class	subj_imperat	is_rel	y
58	cancan21-0006-0011-3	cancan21-0006-0012-12	0.0	2.0	0.03	0.059640731662511826	0.0	0.0	2.0	0.0	0.0	1.0
59	cancan21-0006-0011-3	cancan21-0006-0012-12	0.0	2.0	0.03	0.059640731662511826	0.0	0.0	2.0	0.0	0.0	1.0
60	cancan21-0006-0011-3	cancan21-0006-0012-12	0.0	2.0	0.03	0.059640731662511826	0.0	0.0	2.0	0.0	0.0	1.0
61	cancan21-0006-0011-3	cancan21-0006-0012-12	0.0	2.0	0.03	0.059640731662511826	0.0	0.0	2.0	0.0	0.0	1.0
62	cancan21-0006-0011-3	cancan21-0006-0012-12	0.0	2.0	0.03	0.059640731662511826	0.0	0.0	2.0	0.0	0.0	1.0
63	cancan21-0006-0011-3	cancan21-0006-0012-12	0.0	2.0	0.03	0.059640731662511826	0.0	0.0	2.0	0.0	0.0	1.0
64	cancan21-0006-0011-3	cancan21-0006-0012-12	0.0	2.0	0.03	0.059640731662511826	0.0	0.0	2.0	0.0	0.0	1.0
65	cancan21-0006-0011-3	cancan21-0006-0012-12	0.0	2.0	0.03	0.059640731662511826	0.0	0.0	2.0	0.0	0.0	1.0
66	cancan21-0006-0011-3	cancan21-0006-0012-12	0.0	2.0	0.03	0.059640731662511826	0.0	0.0	2.0	0.0	0.0	1.0
67	cancan21-0018-0000-6	cancan21-0018-0007-11	0.0	27.0	0.06	0.0006106659420765936	0.0	0.0	2.0	0.0	0.0	0.0
68	cancan21-0018-0000-7	cancan21-0018-0007-11	0.0	27.0	0.07	0.0006106659420765936	0.0	0.0	2.0	0.0	0.0	0.0
69	cancan21-0018-0000-9	cancan21-0018-0007-11	0.0	27.0	0.09	0.0006106659420765936	1.0	1.0	2.0	0.0	0.0	0.0
70	cancan21-0018-0000-21	cancan21-0018-0007-11	0.0	26.0	0.21	0.03951137140393257	0.0	0.0	2.0	0.0	0.0	0.0
71	cancan21-0018-0000-24	cancan21-0018-0007-11	0.0	26.0	0.24	0.03951137140393257	1.0	1.0	2.0	0.0	0.0	0.0
72	cancan21-0018-0001-5	cancan21-0018-0007-11	0.0	25.0	0.05	0.0068405731581151485	0.0	0.0	2.0	0.0	0.0	0.0
73	cancan21-0018-0001-17	cancan21-0018-0007-11	0.0	24.0	0.17	0.019047284498810768	0.0	0.0	2.0	0.0	0.0	0.0
74	cancan21-0018-0001-23	cancan21-0018-0007-11	0.0	23.0	0.23	0.06682148575782776	0.0	0.0	2.0	0.0	0.0	0.0
75	cancan21-0018-0001-30	cancan21-0018-0007-11	0.0	22.0	0.3	0.020257076248526573	0.0	0.0	2.0	0.0	0.0	0.0
76	cancan21-0018-0001-32	cancan21-0018-0007-11	0.0	21.0	0.32	0.03902850300073624	0.0	0.0	2.0	0.0	0.0	0.0
77	cancan21-0018-0001-42	cancan21-0018-0007-11	0.0	20.0	0.42	0.0007704286254011095	0.0	0.0	2.0	0.0	0.0	0.0
78	cancan21-0018-0001-44	cancan21-0018-0007-11	0.0	20.0	0.44	0.0007704286254011095	1.0	1.0	2.0	1.0	0.0	0.0
79	cancan21-0018-0002-16	cancan21-0018-0007-11	0.0	19.0	0.16	0.0002081470884149894	0.0	0.0	2.0	0.0	0.0	0.0
80	cancan21-0018-0002-22	cancan21-0018-0007-11	0.0	18.0	0.22	0.001965525560081005	1.0	1.0	2.0	0.0	1.0	0.0
81	cancan21-0018-0002-25	cancan21-0018-0007-11	0.0	18.0	0.25	0.001965525560081005	0.0	0.0	2.0	1.0	0.0	0.0
82	cancan21-0018-0003-1	cancan21-0018-0007-11	0.0	17.0	0.01	0.011847475543618202	0.0	0.0	2.0	0.0	0.0	0.0
83	cancan21-0018-0003-5	cancan21-0018-0007-11	0.0	16.0	0.05	0.05163631588220596	0.0	0.0	2.0	0.0	0.0	0.0
84	cancan21-0018-0003-9	cancan21-0018-0007-11	0.0	15.0	0.09	0.005066332407295704	0.0	0.0	2.0	0.0	0.0	0.0
85	cancan21-0018-0003-19	cancan21-0018-0007-11	0.0	14.0	0.19	0.01159212738275528	0.0	0.0	2.0	0.0	0.0	0.0
86	cancan21-0018-0003-26	cancan21-0018-0007-11	0.0	13.0	0.26	0.0024151362013071775	0.0	0.0	2.0	0.0	0.0	0.0
87	cancan21-0018-0003-29	cancan21-0018-0007-11	0.0	13.0	0.29	0.0024151362013071775	1.0	1.0	2.0	1.0	0.0	0.0
88	cancan21-0018-0003-35	cancan21-0018-0007-11	0.0	12.0	0.35	0.8071805238723755	0.0	1.0	2.0	0.0	0.0	0.0
89	cancan21-0018-0003-37	cancan21-0018-0007-11	0.0	11.0	0.37	0.012714726850390434	1.0	1.0	2.0	0.0	0.0	0.0
90	cancan21-0018-0003-45	cancan21-0018-0007-11	0.0	10.0	0.45	0.2878846526145935	0.0	1.0	2.0	0.0	0.0	0.0
91	cancan21-0018-0004-3	cancan21-0018-0007-11	0.0	9.0	0.03	0.02652645856142044	0.0	0.0	2.0	0.0	0.0	0.0
92	cancan21-0018-0004-10	cancan21-0018-0007-11	0.0	8.0	0.1	0.03062448836863041	1.0	1.0	2.0	0.0	0.0	0.0
93	cancan21-0018-0005-5	cancan21-0018-0007-11	0.0	7.0	0.05	0.00018644555530045182	0.0	0.0	2.0	0.0	0.0	0.0
94	cancan21-0018-0005-19	cancan21-0018-0007-11	0.0	6.0	0.19	0.008017142303287983	0.0	0.0	2.0	0.0	0.0	0.0
95	cancan21-0018-0005-22	cancan21-0018-0007-11	0.0	6.0	0.22	0.008017142303287983	0.0	0.0	2.0	0.0	0.0	0.0
96	cancan21-0018-0005-26	cancan21-0018-0007-11	0.0	5.0	0.26	0.07523732632398605	0.0	0.0	2.0	0.0	0.0	0.0
97	cancan21-0018-0006-8	cancan21-0018-0007-11	0.0	3.0	0.08	0.006318722385913134	0.0	0.0	2.0	0.0	0.0	0.0
98	cancan21-0018-0006-13	cancan21-0018-0007-11	0.0	2.0	0.13	0.010368905030190945	0.0	0.0	2.0	0.0	0.0	0.0
99	cancan21-0018-0006-29	cancan21-0018-0007-11	0.0	1.0	0.29	0.008758476935327053	0.0	1.0	2.0	0.0	0.0	0.0
100	cancan21-0018-0007-5	cancan21-0018-0007-11	0.0	0.0	0.05	0.9999978542327881	0.0	0.0	2.0	0.0	0.0	0.0
101	cancan21-0018-0007-7	cancan21-0018-0007-11	0.0	0.0	0.07	0.9999978542327881	1.0	1.0	2.0	0.0	0.0	0.0
102	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
103	cancan21-0018-0007-14	cancan21-0018-0007-11	1.0	0.0	-0.14	0.9999978542327881	0.0	0.0	2.0	0.0	0.0	0.0
104	cancan21-0018-0007-25	cancan21-0018-0007-11	1.0	1.0	-0.25	0.06270197033882141	1.0	1.0	2.0	0.0	0.0	0.0
105	cancan21-0018-0007-28	cancan21-0018-0007-11	1.0	1.0	-0.28	0.06270197033882141	0.0	0.0	2.0	1.0	0.0	0.0
106	cancan21-0018-0007-33	cancan21-0018-0007-11	1.0	2.0	-0.33	0.13622012734413147	0.0	0.0	2.0	0.0	0.0	0.0
107	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
108	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
109	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
110	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
111	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
112	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
113	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
114	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
115	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
116	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
117	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
118	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
119	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
120	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
121	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
122	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
123	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
124	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
125	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
126	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
127	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
128	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
129	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
130	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
131	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
132	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
133	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
134	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
135	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
136	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
137	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
138	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
139	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
140	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
141	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
142	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
143	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
144	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
145	cancan21-0018-0007-9	cancan21-0018-0007-11	0.0	0.0	0.09	0.9999978542327881	1.0	1.0	2.0	1.0	0.0	1.0
146	cancan21-0062-0000-2	cancan21-0062-0026-5	0.0	44.0	0.02	0.00013664321159012616	0.0	0.0	2.0	0.0	0.0	0.0
147	cancan21-0062-0000-10	cancan21-0062-0026-5	0.0	43.0	0.1	0.013000528328120708	0.0	0.0	2.0	0.0	0.0	0.0
148	cancan21-0062-0000-13	cancan21-0062-0026-5	0.0	42.0	0.13	7.905447273515165e-05	0.0	0.0	2.0	1.0	0.0	0.0
149	cancan21-0062-0001-4	cancan21-0062-0026-5	0.0	41.0	0.04	6.300732820818666e-06	0.0	0.0	2.0	0.0	0.0	0.0
150	cancan21-0062-0002-5	cancan21-0062-0026-5	0.0	40.0	0.05	6.419852070393972e-06	0.0	0.0	2.0	0.0	0.0	0.0
151	cancan21-0062-0002-23	cancan21-0062-0026-5	0.0	39.0	0.23	0.00021259138884488493	0.0	0.0	2.0	0.0	0.0	0.0
152	cancan21-0062-0002-29	cancan21-0062-0026-5	0.0	38.0	0.29	4.883379369857721e-05	0.0	0.0	2.0	0.0	0.0	0.0
153	cancan21-0062-0003-4	cancan21-0062-0026-5	0.0	37.0	0.04	8.606522169429809e-05	0.0	0.0	2.0	0.0	1.0	0.0
154	cancan21-0062-0004-2	cancan21-0062-0026-5	0.0	36.0	0.02	8.987873297883198e-05	0.0	0.0	2.0	0.0	0.0	0.0
155	cancan21-0062-0005-5	cancan21-0062-0026-5	0.0	35.0	0.05	0.00013058337208349258	0.0	0.0	2.0	0.0	0.0	0.0
156	cancan21-0062-0006-5	cancan21-0062-0026-5	0.0	34.0	0.05	0.0012739754747599363	0.0	0.0	2.0	0.0	1.0	0.0
157	cancan21-0062-0008-3	cancan21-0062-0026-5	0.0	32.0	0.03	0.0005425729905255139	0.0	0.0	2.0	0.0	0.0	0.0
158	cancan21-0062-0009-3	cancan21-0062-0026-5	0.0	31.0	0.03	0.12258679419755936	0.0	0.0	2.0	0.0	1.0	0.0
159	cancan21-0062-0010-2	cancan21-0062-0026-5	0.0	30.0	0.02	0.03892657160758972	0.0	0.0	2.0	0.0	0.0	0.0
160	cancan21-0062-0011-1	cancan21-0062-0026-5	0.0	29.0	0.01	0.003467866452410817	0.0	0.0	2.0	0.0	0.0	0.0
161	cancan21-0062-0011-10	cancan21-0062-0026-5	0.0	28.0	0.1	0.022578107193112373	0.0	0.0	2.0	0.0	0.0	0.0
162	cancan21-0062-0012-4	cancan21-0062-0026-5	0.0	27.0	0.04	0.00016046117525547743	0.0	0.0	2.0	0.0	0.0	0.0
163	cancan21-0062-0012-11	cancan21-0062-0026-5	0.0	26.0	0.11	0.0007216824451461434	0.0	0.0	2.0	0.0	0.0	0.0
164	cancan21-0062-0013-1	cancan21-0062-0026-5	0.0	25.0	0.01	0.0007317134877666831	0.0	0.0	2.0	0.0	0.0	0.0
165	cancan21-0062-0013-7	cancan21-0062-0026-5	0.0	24.0	0.07	0.00035801352350972593	0.0	0.0	2.0	0.0	0.0	0.0
166	cancan21-0062-0014-3	cancan21-0062-0026-5	0.0	23.0	0.03	0.003041310468688607	0.0	0.0	2.0	0.0	0.0	0.0
167	cancan21-0062-0014-6	cancan21-0062-0026-5	0.0	23.0	0.06	0.003041310468688607	0.0	0.0	2.0	0.0	1.0	0.0
168	cancan21-0062-0014-8	cancan21-0062-0026-5	0.0	23.0	0.08	0.003041310468688607	0.0	0.0	2.0	0.0	0.0	0.0
169	cancan21-0062-0015-1	cancan21-0062-0026-5	0.0	22.0	0.01	0.02493523247539997	0.0	0.0	2.0	1.0	0.0	0.0
170	cancan21-0062-0017-4	cancan21-0062-0026-5	0.0	20.0	0.04	0.0011261843610554934	0.0	0.0	2.0	0.0	0.0	0.0
171	cancan21-0062-0017-9	cancan21-0062-0026-5	0.0	19.0	0.09	1.768362199072726e-05	0.0	0.0	2.0	0.0	0.0	0.0
172	cancan21-0062-0017-17	cancan21-0062-0026-5	0.0	18.0	0.17	0.009400113485753536	0.0	0.0	2.0	0.0	1.0	0.0
173	cancan21-0062-0017-20	cancan21-0062-0026-5	0.0	17.0	0.2	0.0003724450070876628	0.0	0.0	2.0	0.0	0.0	0.0
174	cancan21-0062-0017-25	cancan21-0062-0026-5	0.0	17.0	0.25	0.0003724450070876628	0.0	1.0	2.0	0.0	0.0	0.0
175	cancan21-0062-0018-13	cancan21-0062-0026-5	0.0	16.0	0.13	1.939053436217364e-05	0.0	0.0	2.0	0.0	0.0	0.0
176	cancan21-0062-0018-20	cancan21-0062-0026-5	0.0	16.0	0.2	1.939053436217364e-05	0.0	0.0	2.0	0.0	0.0	0.0
177	cancan21-0062-0019-4	cancan21-0062-0026-5	0.0	15.0	0.04	9.88436586339958e-05	0.0	0.0	2.0	0.0	0.0	0.0
178	cancan21-0062-0020-4	cancan21-0062-0026-5	0.0	14.0	0.04	7.400140020763502e-05	0.0	1.0	2.0	0.0	1.0	0.0
179	cancan21-0062-0020-18	cancan21-0062-0026-5	0.0	13.0	0.18	0.004529276862740517	0.0	0.0	2.0	0.0	0.0	0.0
180	cancan21-0062-0021-22	cancan21-0062-0026-5	0.0	12.0	0.22	0.00014188463683240116	0.0	0.0	2.0	0.0	0.0	0.0
181	cancan21-0062-0021-28	cancan21-0062-0026-5	0.0	11.0	0.28	0.00479207094758749	0.0	0.0	2.0	0.0	1.0	0.0
182	cancan21-0062-0021-29	cancan21-0062-0026-5	0.0	10.0	0.29	0.0019518445478752255	0.0	0.0	2.0	0.0	0.0	0.0
183	cancan21-0062-0021-36	cancan21-0062-0026-5	0.0	9.0	0.36	5.861344834556803e-05	0.0	0.0	2.0	0.0	0.0	0.0
184	cancan21-0062-0022-4	cancan21-0062-0026-5	0.0	8.0	0.04	0.0006871297955513	0.0	0.0	2.0	0.0	0.0	0.0
185	cancan21-0062-0022-8	cancan21-0062-0026-5	0.0	8.0	0.08	0.0006871297955513	0.0	0.0	2.0	0.0	0.0	0.0
186	cancan21-0062-0023-2	cancan21-0062-0026-5	0.0	7.0	0.02	0.0016354541294276714	0.0	0.0	2.0	0.0	0.0	0.0
187	cancan21-0062-0023-5	cancan21-0062-0026-5	0.0	7.0	0.05	0.0016354541294276714	0.0	0.0	2.0	1.0	0.0	0.0
